Date,Product,Category,Units_Sold,Price_EUR,Revenue_EUR,Margin_Percent
2025-11-28,Logitech MX Keys Keyboard,Accessories,10,107,1070,35
2025-11-28,Microsoft Ergonomic Keyboard,Accessories,5,67,335,32
2025-11-28,Logitech MX Master 3 Mouse,Accessories,8,87,696,38
2025-11-28,Razer DeathAdder Mouse,Gaming,18,59,1062,40
2025-11-28,HyperX Cloud II Headset,Gaming,15,75,1125,36
2025-11-28,Secret Lab Gaming Chair,Gaming,6,459,2754,28
2025-11-28,Samsung 1TB SSD,Components,14,103,1442,30
2025-11-28,Kingston 16GB DDR4 RAM,Components,11,51,561,33
2025-11-28,NVIDIA RTX 4060 GPU,Components,8,359,2872,15
2025-11-28,HP LaserJet Printer,Printers,4,219,876,20
2025-11-28,Epson EcoTank Printer,Printers,3,279,837,18
2025-11-28,Logitech C920 Webcam,Accessories,7,71,497,42
2025-11-28,Anker 7-Port USB Hub,Accessories,18,31,558,45
2025-11-28,WD 2TB External HDD,Storage,9,67,603,28
2025-11-28,SanDisk 128GB Flash Drive,Storage,25,11,275,50
2025-11-28,ASUS AX3000 Router,Networking,7,119,833,26
2025-11-28,Anker 20000mAh Powerbank,Accessories,10,43,430,40
2025-11-28,Dell Inspiron 14 Laptop,Laptops,6,659,3954,17
2025-11-28,Lenovo Tab M10 Tablet,Tablets,7,199,1393,22
2025-11-28,ASUS ProArt 27" Monitor,Monitors,4,579,2316,19
2025-11-28,Corsair K70 RGB Keyboard,Gaming,12,151,1812,32
2025-11-28,Logitech Z333 Speakers,Accessories,8,55,440,38
2025-11-28,APC 1500VA UPS,Networking,4,179,716,24
2025-11-28,HDMI 2.1 Cable 3m,Accessories,35,7,245,55
2025-11-28,XXL Mouse Pad,Gaming,20,19,380,48
2025-11-28,Electronics Cleaning Kit,Accessories,18,5,90,60
2025-11-29,ASUS VivoBook 15 Laptop,Laptops,10,599,5990,18
2025-11-29,Lenovo IdeaPad 3 Laptop,Laptops,9,499,4491,16
2025-11-29,Samsung 27" 4K Monitor,Monitors,12,319,3828,22
2025-11-29,LG 24" FHD Monitor,Monitors,14,149,2086,25
2025-11-29,Logitech MX Keys Keyboard,Accessories,8,107,856,35
2025-11-29,Microsoft Ergonomic Keyboard,Accessories,4,67,268,32
2025-11-29,Logitech MX Master 3 Mouse,Accessories,7,87,609,38
2025-11-29,Razer DeathAdder Mouse,Gaming,22,59,1298,40
2025-11-29,HyperX Cloud II Headset,Gaming,18,75,1350,36
2025-11-29,Secret Lab Gaming Chair,Gaming,8,459,3672,28
2025-11-29,Samsung 1TB SSD,Components,16,103,1648,30
2025-11-29,Kingston 16GB DDR4 RAM,Components,13,51,663,33
2025-11-29,NVIDIA RTX 4060 GPU,Components,10,359,3590,15
2025-11-29,HP LaserJet Printer,Printers,3,219,657,20
2025-11-29,Epson EcoTank Printer,Printers,2,279,558,18
2025-11-29,Logitech C920 Webcam,Accessories,6,71,426,42
2025-11-29,Anker 7-Port USB Hub,Accessories,20,31,620,45
2025-11-29,WD 2TB External HDD,Storage,10,67,670,28
2025-11-29,SanDisk 128GB Flash Drive,Storage,28,11,308,50
2025-11-29,ASUS AX3000 Router,Networking,8,119,952,26
2025-11-29,Anker 20000mAh Powerbank,Accessories,12,43,516,40
2025-11-29,Dell Inspiron 14 Laptop,Laptops,8,659,5272,17
2025-11-29,Lenovo Tab M10 Tablet,Tablets,9,199,1791,22
2025-11-29,ASUS ProArt 27" Monitor,Monitors,5,579,2895,19
2025-11-29,Corsair K70 RGB Keyboard,Gaming,14,151,2114,32
2025-11-29,Logitech Z333 Speakers,Accessories,9,55,495,38
2025-11-29,APC 1500VA UPS,Networking,5,179,895,24
2025-11-29,HDMI 2.1 Cable 3m,Accessories,40,7,280,55
2025-11-29,XXL Mouse Pad,Gaming,24,19,456,48
2025-11-29,Electronics Cleaning Kit,Accessories,20,5,100,60
2025-11-30,ASUS VivoBook 15 Laptop,Laptops,4,639,2556,18
2025-11-30,Lenovo IdeaPad 3 Laptop,Laptops,4,539,2156,16
2025-11-30,Samsung 27" 4K Monitor,Monitors,5,359,1795,22
2025-11-30,LG 24" FHD Monitor,Monitors,7,169,1183,25
2025-11-30,Logitech MX Keys Keyboard,Accessories,6,119,714,35
2025-11-30,Microsoft Ergonomic Keyboard,Accessories,3,75,225,32
2025-11-30,Logitech MX Master 3 Mouse,Accessories,5,99,495,38
2025-11-30,Razer DeathAdder Mouse,Gaming,10,67,670,40
2025-11-30,HyperX Cloud II Headset,Gaming,8,87,696,36
2025-11-30,Secret Lab Gaming Chair,Gaming,3,519,1557,28
2025-11-30,Samsung 1TB SSD,Components,9,115,1035,30
2025-11-30,Kingston 16GB DDR4 RAM,Components,7,59,413,33
2025-11-30,NVIDIA RTX 4060 GPU,Components,4,399,1596,15
2025-11-30,HP LaserJet Printer,Printers,2,239,478,20
2025-11-30,Epson EcoTank Printer,Printers,2,299,598,18
2025-11-30,Logitech C920 Webcam,Accessories,4,79,316,42
2025-11-30,Anker 7-Port USB Hub,Accessories,12,35,420,45
2025-11-30,WD 2TB External HDD,Storage,6,75,450,28
2025-11-30,SanDisk 128GB Flash Drive,Storage,16,15,240,50
2025-11-30,ASUS AX3000 Router,Networking,5,131,655,26
2025-11-30,Anker 20000mAh Powerbank,Accessories,7,51,357,40
2025-11-30,Dell Inspiron 14 Laptop,Laptops,3,719,2157,17
2025-11-30,Lenovo Tab M10 Tablet,Tablets,4,219,876,22
2025-11-30,ASUS ProArt 27" Monitor,Monitors,2,639,1278,19
2025-11-30,Corsair K70 RGB Keyboard,Gaming,7,171,1197,32
2025-11-30,Logitech Z333 Speakers,Accessories,5,63,315,38
2025-11-30,APC 1500VA UPS,Networking,2,199,398,24
2025-11-30,HDMI 2.1 Cable 3m,Accessories,20,11,220,55
2025-11-30,XXL Mouse Pad,Gaming,12,23,276,48
2025-11-30,Electronics Cleaning Kit,Accessories,11,7,77,60
